abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.7755164914824211,0.5929450086387399,3307,1887,Bacteroides,,ERR1883210
0.05976803189561434,0.03704873148073617,1986,1472,Faecalibacterium,,ERR1883210
0.04512504530627037,0.02631310375635121,2870,1747,Parabacteroides,,ERR1883210
0.0825661471547662,0.051555560688789456,2357,1567,Roseburia,,ERR1883210
0.037024284160927866,0.002638779993496008,1233,1081,Sutterella,,ERR1883210
0.7755164914824211,0.5903490380097792,3307,1887,Bacteroides,1.0,ERR1883210
0.05976803189561434,0.049014989087891536,1986,1472,Faecalibacterium,1.0,ERR1883210
0.04512504530627037,0.03637396554330483,2870,1747,Parabacteroides,1.0,ERR1883210
0.0825661471547662,0.06340793712649873,2357,1567,Roseburia,1.0,ERR1883210
0.037024284160927866,-0.0002620655563735574,1233,1081,Sutterella,1.0,ERR1883210
0.7755164914824211,0.5346844270015572,3307,1887,Bacteroides,0.9,ERR1883210
0.05976803189561434,0.044739540829786976,1986,1472,Faecalibacterium,0.9,ERR1883210
0.04512504530627037,0.032391654013885024,2870,1747,Parabacteroides,0.9,ERR1883210
0.0825661471547662,0.054826779721714625,2357,1567,Roseburia,0.9,ERR1883210
0.037024284160927866,0.00621385645367534,1233,1081,Sutterella,0.9,ERR1883210
0.7755164914824211,0.47053342598990927,3307,1887,Bacteroides,0.8,ERR1883210
0.05976803189561434,0.04164514578697889,1986,1472,Faecalibacterium,0.8,ERR1883210
0.04512504530627037,0.027401833274939752,2870,1747,Parabacteroides,0.8,ERR1883210
0.0825661471547662,0.04691127117445687,2357,1567,Roseburia,0.8,ERR1883210
0.037024284160927866,0.006826834513765578,1233,1081,Sutterella,0.8,ERR1883210
0.7755164914824211,0.4089267950616671,3307,1887,Bacteroides,0.7000000000000001,ERR1883210
0.05976803189561434,0.03756747994396914,1986,1472,Faecalibacterium,0.7000000000000001,ERR1883210
0.04512504530627037,0.024312338745833977,2870,1747,Parabacteroides,0.7000000000000001,ERR1883210
0.0825661471547662,0.04156793978072775,2357,1567,Roseburia,0.7000000000000001,ERR1883210
0.037024284160927866,0.0061362862447665095,1233,1081,Sutterella,0.7000000000000001,ERR1883210
